,school_name,category,address,longitude,latitude
99,LITTLE FOOTPRINTS PRESCHOOL,PRESCHOOL,"316,WOODLANDS STREET 31,#01-112,730316",103.776361760175,1.43150897103474
580,LITTLE FOOTPRINTS PRESCHOOL @ BOON KENG PTE LTD,PRESCHOOL,"998,BENDEMEER ROAD,#01-01,339945",103.865942986886,1.31958416875401
54,LITTLE FOOTPRINTS PRESCHOOL ASIA PTE. LTD.,PRESCHOOL,"805C,KEAT HONG CLOSE,#01-64,KEAT HONG PRIDE,683805",103.743618216079,1.37268736243732
303,LITTLE FOOTPRINTS PRESCHOOL ASIA PTE. LTD.,PRESCHOOL,"631,SENJA ROAD,#01-228,670631",103.760256469034,1.38647806662619
304,LITTLE FOOTPRINTS PRESCHOOL ASIA PTE. LTD.,PRESCHOOL,"427,CHOA CHU KANG AVENUE 4,#01-186,680427",103.73976352968,1.38088418626698
305,LITTLE FOOTPRINTS PRESCHOOL ASIA PTE. LTD.,PRESCHOOL,"546A,SEGAR ROAD,#01-67,671546",103.77035294286,1.38852628729508
306,LITTLE FOOTPRINTS PRESCHOOL ASIA PTE. LTD.,PRESCHOOL,"803B,KEAT HONG CLOSE,#01-132,KEAT HONG PRIDE,682803",103.743367182453,1.37381927100149
586,LITTLE FOOTPRINTS PRESCHOOL ASIA PTE. LTD.,PRESCHOOL,"439,SENGKANG WEST AVENUE,#01-01,790439",103.87758659777,1.39219166522093
300,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"248,JURONG EAST STREET 24,#01-72,600248",103.740101369089,1.34227314416197
301,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"350,CORPORATION DRIVE,#01-550,610350",103.719136998076,1.33867162416714
302,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"660D,JURONG WEST STREET 64,#01-334,644660",103.703382722652,1.33638400961294
632,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"460,TAMPINES STREET 42,#01-312,520460",103.955006343783,1.35829910503052
637,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"140,BISHAN STREET 12,#01-484,BISHAN GREEN,570140",103.85310654157,1.34479967079912
638,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"255,SERANGOON CENTRAL DRIVE,#01-50,550255",103.87087185901,1.35506201098257
1459,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"372,TAMPINES STREET 34,#01-20,520372",103.958095637942,1.35644214539058
1557,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"113,BUKIT PURMEI ROAD,#01-226,BUKIT PURMEI VILLE,090113",103.852535916404,1.29684825480832
1776,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"877,WOODLANDS AVENUE 9,#01-278,730877",103.791320313037,1.44512876096992
1881,LITTLE FOOTPRINTS PRESCHOOL GROUP PTE LTD,PRESCHOOL,"865,YISHUN STREET 81,#01-21,760865",103.838259938154,1.41426758730393
101,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"533,CHOA CHU KANG STREET 51,#02-01,680533",103.743099576162,1.39207387937105
105,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"976,JURONG WEST STREET 93,#01-381,640976",103.693804703262,1.34000730508584
361,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"260D,SENGKANG EAST WAY,#01-468,544260",103.895863980712,1.39443376269882
527,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"3,DEPOT CLOSE,#02-01,109840",103.806811993607,1.28320617401889
609,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"743,BEDOK RESERVOIR ROAD,#02-3083,470743",103.921762627394,1.33849476902923
635,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"89,SCIENCE PARK DRIVE,#01-11,THE RUTHERFORD,118261",103.791337056727,1.28797949416507
639,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"33,PONGGOL TWENTY-FOURTH AVENUE,829498",103.909059797797,1.41926994721627
1003,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"388,YISHUN RING ROAD,#01-1671,760388",103.847212829684,1.42916958504572
1462,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"107D,EDGEFIELD PLAINS,#1-140,824107",103.908007315128,1.39623803491797
1612,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"205A,COMPASSVALE LANE,#01-39,541205",103.896966686372,1.38603998336502
1636,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"201A,COMPASSVALE DRIVE,#1-515,541201",103.892763307705,1.38900121148939
1637,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"275A,COMPASSVALE LINK,#1-248,541275",103.894603741377,1.38287416215524
1638,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"74,ST. ANNE'S WOOD,545215",103.903331407106,1.39234181877929
1649,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"1,TUNG PO AVENUE,MUN WAH GARDEN,787149",103.832416994678,1.38125618891576
1754,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"24,CEDARWOOD GROVE,738375",103.778568650993,1.42868073155416
1790,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"168D,PUNGGOL FIELD,#02-663,824168",103.914001608784,1.39374676309818
1791,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"67,UBI AVENUE 1,#01-08,STARHUB GREEN,408942",103.892701857423,1.32427499171785
1874,LITTLE FOOTPRINTS PRESCHOOL PTE LTD,PRESCHOOL,"60,KIM KEAT ROAD,#01-01,KIM KEAT HOUSE,328827",103.853993102406,1.32533672784378
297,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"22A,TEBAN GARDENS ROAD,#01-01,601022",103.739388090206,1.32329735064856
298,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"1,CHOA CHU KANG GROVE,#01-02,ITE COLLEGE WEST,688236",103.752407481466,1.37527500765096
299,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"721,JURONG WEST AVENUE 5,#01-110,640721",103.697595848966,1.34399335727786
525,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"366,YISHUN RING ROAD,#01-1510,760366",103.845809916163,1.428839245144
526,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"8,ADMIRALTY STREET,#01-03,ADMIRAX,757438",103.815790890489,1.4621340116163
611,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"551,WOODLANDS DRIVE 44,#01-42,730551",103.795209587547,1.4331489121414
621,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"13,SIANG KUANG AVENUE,SENNETT ESTATE,347931",103.870868278527,1.32943551112394
1458,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"6,JUBILEE ROAD,128531",103.765033695544,1.30524450818584
1581,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"157,SIN MING ROAD,#02-01,AMTECH BUILDING,575624",103.83749800568,1.35634654983022
1591,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"7030,ANG MO KIO AVENUE 5,#01-32,NORTHSTAR @ AMK,569880",103.875389838376,1.37792345221534
1635,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"420,PUNGGOL ROAD,546674",103.901542161063,1.39218942576828
1686,LITTLE FOOTPRINTS PRESCHOOL PTE. LTD.,PRESCHOOL,"530,BALESTIER ROAD,-01,MONVILLE MANSION,329857",103.84551856087,1.32716875295452
1113,LITTLE FOOTPRINTS SCHOOLHOUSE (YISHUN) PTE. LTD.,PRESCHOOL,"701A,YISHUN AVENUE 5,#02-04,761701",103.827984686017,1.42994185594478
186,LITTLE GEMS PRESCHOOL @ REDHILL PTE LTD,PRESCHOOL,"1,JALAN KILANG BARAT,#02-01,ONE@REDHILL CENTRE,159345",103.808520956734,1.28492939416037
188,LITTLE GEMS PRESCHOOL @ SERANGOON NORTH,PRESCHOOL,"7030,ANG MO KIO AVENUE 5,#01-46,NORTHSTAR @ AMK,569880",103.875389838376,1.37792345221534
187,LITTLE GEMS PRESCHOOL PTE LTD,PRESCHOOL,"3,ANG MO KIO STREET 62,#01-63,LINK@AMK,569139",103.844716408408,1.38654032722797
1018,LITTLE GENIUS EDUCARE CENTRE,PRESCHOOL,"470,ANG MO KIO AVENUE 10,#01-904,560470",103.856692408941,1.36408620030202
1219,LITTLE GREENHOUSE @ ALJUNIED PTE. LTD.,PRESCHOOL,"12,ALJUNIED ROAD,#03-01/02,KH PLAZA @ ALJUNIED,389801",103.882239402789,1.31389822204339
1292,LITTLE GREENHOUSE @ BUKIT BATOK PTE LTD,PRESCHOOL,"373,BUKIT BATOK STREET 31,#03-244,650373",103.750397174291,1.35892457118178
1564,LITTLE GREENHOUSE @ HOUGANG PTE LTD,PRESCHOOL,"27,HOUGANG AVENUE 1,538875",103.889428375752,1.35885665114265
11,LITTLE GREENHOUSE @ JW 502 PTE. LTD.,PRESCHOOL,"502,JURONG WEST AVENUE 1,#02-813,640502",103.718334683095,1.35050127679181
422,LITTLE GREENHOUSE @ JW PTE. LTD.,PRESCHOOL,"478,JURONG WEST STREET 41,#01-276,640478",103.723952185676,1.34735317434247
1688,LITTLE GREENHOUSE @ S540 PTE LTD,PRESCHOOL,"540,SERANGOON NORTH AVENUE 4,#01-101,550540",103.872573520638,1.37461893085731
1582,LITTLE GREENHOUSE @ S553 PTE LTD,PRESCHOOL,"553,SERANGOON NORTH AVE 3,#01-75,550553",103.871233716329,1.37171071388476
27,LITTLE GREENHOUSE @ TAMPINES EAST PTE. LTD.,PRESCHOOL,"473,TAMPINES STREET 43,#01-90,520473",103.953269398068,1.35934963172793
67,LITTLE GREENHOUSE @ TAMPINES PTE. LTD.,PRESCHOOL,"707,TAMPINES STREET 71,#01-78,520707",103.936890975709,1.35764787544338
1277,LITTLE GREENHOUSE @ WOODLANDS PTE. LTD.,PRESCHOOL,"161,WOODLANDS STREET 13,#01-633,730161",103.773674041501,1.43333488963202
1053,LITTLE GREENHOUSE CHILDCARE & DEVELOPMENT PTE. LTD.,PRESCHOOL,"832,YISHUN STREET 81,#01-448,760832",103.834703731666,1.41473535622951
1333,LITTLE KINDER MONTESSORI @ HILLVIEW,PRESCHOOL,"55,CHU LIN ROAD,BAMBOO GROVE PARK ,669949",103.758507568954,1.35752680523822
1334,LITTLE KINDER MONTESSORI @ KENT RIDGE,PRESCHOOL,"51,CHWEE CHIAN ROAD,119759",103.788964885893,1.28004608887578
33,LITTLE KINDER MONTESSORI @ WESTWOOD PTE. LTD.,PRESCHOOL,"82,WESTWOOD CRESCENT,648782",103.701523005145,1.35199600466777
1558,LITTLE LEARNERS CHILDCARE LTD,PRESCHOOL,"520,BEDOK NORTH AVE 1,#01-340,460520",103.92813426172,1.33046461779259
192,LITTLE LIONS PRESCHOOL,PRESCHOOL,"73,LUCKY HEIGHTS,LUCKY COURT,467624",103.941364027549,1.31834303213618
103,LITTLE LIONS PRESCHOOL ST. GEORGE,PRESCHOOL,"84,ST. FRANCIS ROAD,#02CANAAN CENTRE,328069",103.863546754589,1.32399443458641
1626,LITTLE MIGHTY ME PTE. LTD.,PRESCHOOL,"274B,PUNGGOL PLACE,#02-816,822274",103.902287366854,1.40311625745814
1169,LITTLE MORAL ANGEL CHILDCARE,PRESCHOOL,"542,BEDOK NORTH ST 3,#01-1296,460542",103.922843972485,1.33066590908483
1374,LITTLE OAKS MONTESSORI PLAYGROUP PTE LTD,PRESCHOOL,"98,FARRER ROAD,259226",103.811846479607,1.31973695760893
209,LITTLE OLIVE TREE,PRESCHOOL,"116,BUKIT BATOK WEST AVE 6,#01-232,650116",103.746381073293,1.34962866452512
210,LITTLE OLIVE TREE,PRESCHOOL,"23,MARSILING DRIVE,#01-159,730023",103.773299891196,1.44153975794109
228,LITTLE OLIVE TREE,PRESCHOOL,"439,FAJAR ROAD,#01-422,670439",103.770465303497,1.38304567931228
229,LITTLE OLIVE TREE,PRESCHOOL,"1,WOODLANDS STREET 83,738488",103.791761372713,1.43949658747048
230,LITTLE OLIVE TREE,PRESCHOOL,"114,SERANGOON AVENUE 3,556110",103.86743420584,1.34944975959919
231,LITTLE OLIVE TREE,PRESCHOOL,"561,PASIR RIS STREET 51,#01-265,510561",103.950865060003,1.36701303343966
232,LITTLE OLIVE TREE,PRESCHOOL,"229,PASIR RIS STREET 21,#01-28,510229",103.961780559341,1.37268934784977
233,LITTLE OLIVE TREE,PRESCHOOL,"411,YISHUN RING ROAD,#01-1807,760411",103.847404279075,1.42574178895795
234,LITTLE OLIVE TREE,PRESCHOOL,"11,HOLLAND DRIVE,#01-20,271011",103.794063120888,1.30905394546184
235,LITTLE OLIVE TREE,PRESCHOOL,"432,TAMPINES STREET 41,#01-555,520432",103.950535549557,1.35887571395227
236,LITTLE OLIVE TREE,PRESCHOOL,"127,HOUGANG AVENUE 1,#01-1494,530127",103.88567990649,1.35291722123534
237,LITTLE OLIVE TREE,PRESCHOOL,"5,GHIM MOH ROAD,#01-238,270005",103.788308828224,1.31269310627626
957,LITTLE OLIVE TREE,PRESCHOOL,"442,ANG MO KIO AVENUE 10,#01-1205,560442",103.855232195496,1.36565326940253
958,LITTLE OLIVE TREE,PRESCHOOL,"452,JURONG WEST STREET 42,#01-170,640452",103.718516174409,1.35158269235001
227,LITTLE OLIVE TREE (BETHANY),PRESCHOOL,"364-A,UPPER PAYA LEBAR ROAD,534965",103.880802522926,1.34832065948185
226,LITTLE OLIVE TREE (BETHESDA DEPOT WALK),PRESCHOOL,"10,DEPOT WALK,BETHESDA HALL,109590",103.814161011226,1.28188713080526
208,LITTLE OLIVE TREE (FMC FARRER PARK),PRESCHOOL,"90,RACE COURSE ROAD,218577",103.851699014822,1.30894457386777
207,LITTLE OLIVE TREE (ROCHOR),PRESCHOOL,"138,PRINSEP STREET,#1-00,188659",103.851930719772,1.30205469973999
928,LITTLE ONES KINDERGARTEN,PRESCHOOL,"58,HOLLAND GROVE DRIVE,HOLLAND GROVE PARK,278886",103.779998327203,1.31396271756411
32,LITTLE OXFORD @ BARTLEY PTE LTD,PRESCHOOL,"67,LORONG PENCHALAK,536290",103.875741690705,1.34580622499118
990,LITTLE OXFORD @ EAST COAST PTE LTD,PRESCHOOL,"12,KEE SUN AVENUE,457037",103.929290136327,1.31141604111144
1644,LITTLE OXFORD @ KE08 PTE. LTD.,PRESCHOOL,"8B,JALAN MASJID,#01-4,KINGSTON TERRACE,418929",103.912912683775,1.31963983510783
1883,LITTLE OXFORD @ SK02 PTE LTD,PRESCHOOL,"2,JALAN MERDU,548651",103.900386351553,1.39168887721389
1279,LITTLE OXFORD @ SK48 PTE. LTD.,PRESCHOOL,"48,JALAN MERDU,548675",103.900408489254,1.39337424296146
1307,LITTLE PADDINGTON PRESCHOOL AND INFANT CARE KENT RIDGE,PRESCHOOL,"81,SCIENCE PARK DRIVE,#01-03,THE CHADWICK,118257",103.790527931409,1.28902935949271
46,LITTLE PADDINGTON PRESCHOOL BALMORAL PRIVATE LIMITED,PRESCHOOL,"271,BUKIT TIMAH ROAD,#02-16,BALMORAL PLAZA,259708",103.835487584433,1.31643963008359
1303,LITTLE PADDINGTON PRESCHOOL BARTLEY,PRESCHOOL,"7,PLAYFAIR ROAD,#02-01,367984",103.88638828999,1.33356251802176
386,LITTLE PADDINGTON PRESCHOOL BISHAN,PRESCHOOL,"11,BINCHANG RISE,LAUW & SONS GARDEN,579882",103.844685989706,1.34890370447644
333,LITTLE PADDINGTON PRESCHOOL EC PTE LTD,PRESCHOOL,"26A,JALAN ULU SIGLAP,457184",103.927818272537,1.31555148569585
1304,LITTLE PADDINGTON PRESCHOOL SERANGOON PTE. LTD.,PRESCHOOL,"4,JALAN TANI,548542",103.884987054392,1.36596356117392
166,LITTLE PADDINGTON PRESCHOOL STIRLING PTE LTD,PRESCHOOL,"21,STIRLING ROAD,#B2-01,STIRLING RESIDENCES,148960",103.805546433928,1.29205481713546
1306,LITTLE PADDINGTON PRESCHOOL TANGLIN PARK PTE LTD,PRESCHOOL,"308,TANGLIN ROAD,#01247974",103.814556914209,1.29792399607132
1305,LITTLE PADDINGTON PRESCHOOL TANGLIN PTE LTD,PRESCHOOL,"35,LOTUS AVENUE,277618",103.793207325664,1.32840952045465
620,LITTLE PADDINGTON PRESCHOOL THOMSON WALK PTE. LTD.,PRESCHOOL,"22,THOMSON WALK,HAPPY PARK,574469",103.832478495578,1.37551513393684
1350,LITTLE PADDINGTON PRESCHOOL WINCHESTER PTE LTD,PRESCHOOL,"9,WINCHESTER ROAD,LORNA WHISTON PRE-SCHOOL,117783",103.794457098498,1.28570778791483
1105,LITTLE PETALS @ SYMPHONY PTE LTD,PRESCHOOL,"9,YISHUN CLOSE,#B1-20,SYMPHONY SUITES,768008",103.844613461165,1.43488799613013
1143,LITTLE PRESCHOOL PTE. LTD,PRESCHOOL,"530C,PASIR RIS DRIVE 1,#01-396,PASIR RIS ONE,513530",103.950113871559,1.37162618190542
482,LITTLE SAGE INTERNATIONAL PRESCHOOL,PRESCHOOL,"22,LICHI AVENUE,348796",103.876099313505,1.33278212956341
83,LITTLE SAGE INTERNATIONAL PRESCHOOL@BISHAN,PRESCHOOL,"16,PEMIMPIN PLACE,576013",103.842678923769,1.3546145776267
88,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"610,ANG MO KIO AVENUE 4,#01-1227,560610",103.839157232686,1.37939470300077
89,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"30,DOVER AVENUE,#4139790",103.782412866712,1.30663897387578
98,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"1,LEEDON ROAD,ST. JAMES CHURCH,267828",103.796202004777,1.3128648067924
573,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"211,BUKIT BATOK STREET 21,#01-252,650211",103.750367726623,1.34600090748097
574,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"662,YISHUN AVENUE 4,#01-235,760662",103.840690129891,1.42053932360735
575,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"402,FAJAR ROAD,#01-217,670402",103.768073595,1.38031226320182
576,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"247,BUKIT BATOK EAST AVENUE 5,#01-86,650247",103.75698028632,1.34992721242157
1144,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"63,WISHART ROAD,098717",103.852535916404,1.29684825480832
1287,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"2,DUNDEE ROAD,CHURCH OF THE GOOD SHEPHERD,149454",103.80756527615,1.29483448470578
1380,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"511,JURONG WEST ST 52,#01-80,640511",103.71959110524,1.34779267211314
1545,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"48,WAN THO AVENUE,347592",103.87417371266,1.33233230277021
1547,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"11,FRANCIS THOMAS DRIVE,359338",103.866554182579,1.33009448066717
1561,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"727,TAMPINES STREET 71,#01-11,520727",103.935483915221,1.3563134994008
1608,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"83,CEYLON ROAD,429740",103.900785591024,1.30780887362873
1620,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"159,TAMPINES ST 12,#01-95,521159",103.946051539375,1.35104130847402
1621,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"839,UPPER SERANGOON ROAD,534682",103.881854275192,1.3585780812249
1622,LITTLE SEEDS PRESCHOOL,PRESCHOOL,"105,POTONG PASIR AVE 1,#01-436,350105",103.868696835165,1.33442373227683
1182,LITTLE SHEPHERDS' SCHOOLHOUSE@CHURCH OF OUR LADY STAR OF THE SEA,PRESCHOOL,"235,YISHUN STREET 21,#01-440,760235",103.838543994351,1.43422889283755
1181,LITTLE SHEPHERDS' SCHOOLHOUSE@CHURCH OF ST ANTHONY,PRESCHOOL,"331,WOODLANDS AVE 1,#01-421,730331",103.778713415091,1.42940879659713
1178,LITTLE SHEPHERDS' SCHOOLHOUSE@CHURCH OF ST FRANCIS OF ASSISI-JW,PRESCHOOL,"47,JURONG WEST STREET 42,ST. FRANCIS OF ASSISI KINDERGARTEN (JURONG WEST ),649368",103.7164174544,1.35128851057944
1176,LITTLE SHEPHERDS' SCHOOLHOUSE@CHURCH OF ST FRANCIS XAVIER,PRESCHOOL,"63A,CHARTWELL DRIVE,558758",103.863661436714,1.35821479486693
1156,LITTLE SHEPHERDS' SCHOOLHOUSE@CHURCH OF THE HOLY TRINITY,PRESCHOOL,"20,TAMPINES STREET 11,#02-18,CHURCH OF THE HOLY TRINITY,529455",103.949335256865,1.34884145099795
1177,LITTLE SHEPHERDS' SCHOOLHOUSE@ST ANNE'S CHURCH,PRESCHOOL,"66,SENGKANG EAST WAY,548593",103.902038578713,1.39122301260171
1180,LITTLE SHEPHERDS' SCHOOLHOUSE@ST JOSEPH'S CHURCH,PRESCHOOL,"600,UPPER BUKIT TIMAH ROAD,679331",103.768107426457,1.36778358876186
193,LITTLE SKITTLES INTERNATIONAL PRESCHOOL,PRESCHOOL,"11,MARGATE ROAD,438052",103.889075325437,1.29847422183563
50,LITTLE SPROUTS MONTESSORI,PRESCHOOL,"2,KOVAN ROAD,SIMON PLAZA,548008",103.884992801669,1.3619760292092
1586,LITTLE TALENT CHILDCARE CENTRE PTE. LTD.,PRESCHOOL,"420,JURONG WEST STREET 42,#01-1013,640420",103.72717276553,1.35057175087713
1502,LITTLE TREASURES CHILDCARE @ HOUGANG PTE.LTD.,PRESCHOOL,"926,HOUGANG STREET 91,#01-83,530926",103.88092440132,1.37607145439608
14,LITTLE TREASURES CHILDCARE @ WDLS CIRCLE PTE LTD,PRESCHOOL,"749,WOODLANDS CIRCLE,#01-604,730749",103.794468979411,1.44453455130133
1501,LITTLE TREASURES CHILDCARE(WOODLANDS) PTE. LIMITED,PRESCHOOL,"848,WOODLANDS STREET 82,#01-175,730848",103.791758131626,1.44178218752461
1489,LITTLE TREE HOUSE @ HOUGANG PTE. LTD.,PRESCHOOL,"62,JALAN NAUNG,MIRAMAR GARDENS,537727",103.892574613236,1.36929295999108
1548,LITTLE UNICORN PRESCHOOL,PRESCHOOL,"339,ANCHORVALE ROAD,#03-01,ANCHORVALE VILLAGE,540339",103.888437344772,1.39679315311901
1058,LITTLE VILLAGE ON THE GRANGE,PRESCHOOL,"41,GRANGE ROAD,239704",103.83162962683,1.29942800917592
214,LITTLE WOODS MONTESSORI,PRESCHOOL,"330,BALESTIER ROAD,#1329762",103.851994841268,1.32389123579211
1075,LITTLESPARKS MONTESSORI AND ENRICHMENT CENTRE PTE LTD,PRESCHOOL,"20,SIGLAP DRIVE,#01-06,BOWMONT CENTRE,456192",103.919245736107,1.31565625391676
136,LIVING SANCTUARY CHILDCARE,PRESCHOOL,"2,HOUGANG STREET 22,#1ALPHA WING,538728",103.891400623421,1.35598784097376
613,LODESTAR MONTESSORI PRESCHOOL PTE LTD,PRESCHOOL,"23,JALAN TELITI,537319",103.890415463242,1.36062589411973
468,LORNA WHISTON (CANBERRA),PRESCHOOL,"6,YISHUN INDUSTRIAL STREET 1,#01-07,NORTH VIEW BIZHUB,768090",103.843618912685,1.43678096741344
1199,LORNA WHISTON (EAST COAST),PRESCHOOL,"89,MARINE PARADE CENTRAL,#02-750,440089",103.906458593236,1.30129037884726
1066,LORNA WHISTON (GREENWICH),PRESCHOOL,"331,YIO CHU KANG ROAD,805960",103.870391672295,1.38716527587026
486,LORNA WHISTON (KALLANG WAVE),PRESCHOOL,"1,STADIUM PLACE,#01-24,KALLANG WAVE MALL,397628",103.873149707591,1.30307515150401
470,LORNA WHISTON (WINCHESTER),PRESCHOOL,"100G,PASIR PANJANG ROAD,#01-07,INTERLOCAL CENTRE,118523",103.796527879731,1.27731477765259
467,LUMIERE MONTESSORI HOUSE @ MACPHERSON,PRESCHOOL,"37,JALAN BELANGKAS,NIL,369400",103.883637513413,1.32922367340467
1854,LUMIERE MONTESSORI HOUSE PTE LTD,PRESCHOOL,"64,WOLSKEL ROAD,357971",103.869829821943,1.34719397504675
241,LUTHER PRESCHOOL,PRESCHOOL,"709,COMMONWEALTH DRIVE,QUEENSTOWN LUTHERAN CHURCH,149601",103.799219242374,1.30620353695739
179,LUTHERAN CHILD CARE CENTRE,PRESCHOOL,"124,YISHUN STREET 11,#01-367,760124",103.831139296919,1.43459030044018
111,MACPHERSON SHENG HONG CHILDCARE CENTRE,PRESCHOOL,"175,MACPHERSON ROAD,348537",103.874549888013,1.33020804167321
1215,MAHAD AL NASRY @ SENGKANG,PRESCHOOL,"415,PUNGGOL ROAD,BEAUTY GARDEN,546646",103.901121090396,1.39171001889481
564,MAPLE BEAR ACADEMY PTE. LTD.,PRESCHOOL,"20,SIN MING LANE,#01-56,MIDVIEW CITY,573968",103.833402419618,1.35808083343463
19,MAPLE BEAR EDUCARE PTE LTD,PRESCHOOL,"243,PASIR PANJANG ROAD,118599",103.784721316163,1.28031001099658
516,MAPLE BEAR EDUCARE PTE. LTD.,PRESCHOOL,"1,JALAN TAMAN,ST. MICHAEL'S PLACE,329022",103.865178186819,1.32505522536131
563,MAPLE BEAR EDUCARE PTE. LTD.,PRESCHOOL,"442,ORCHARD ROAD,#02-03-07,CLAYMORE CONNECT,238879",103.828164396352,1.30766860940267
17,MAPLE BEAR LEARNING PLACE PTE. LTD.,PRESCHOOL,"1,WEST COAST DRIVE,#01-57,NEWEST,128020",103.757451263299,1.31641321892509
347,MAPLE BEAR NEWTON,PRESCHOOL,"37,NEWTON ROAD,NIL,307965",103.841125998933,1.31675907634497
45,MAPLE BEAR PLAYHOUSE PTE. LTD.,PRESCHOOL,"354,ALEXANDRA ROAD,#01-19,ALEXIS,159948",103.807350978054,1.29130379243474
562,MAPLE BEAR PRESCHOOL PTE. LTD.,PRESCHOOL,"407,HAVELOCK ROAD,#04-01,169634",103.836410580532,1.28751197109177
610,MAPLEBEAR ADAM,PRESCHOOL,"1,DUNEARN CLOSE,299574",103.814605470434,1.32368114198446
1677,MAPLEBEAR AMAZING KIDS PTE LTD,PRESCHOOL,"4190,ANG MO KIO AVENUE 6,#05-01,BROADWAY PLAZA,569841",103.845949444498,1.37193729131781
1524,MAPLEBEAR BRIGHT LEARNERS PTE. LTD.,PRESCHOOL,"20,KALLANG AVENUE,#03-00,PICO CREATIVE CENTRE,339411",103.865023834958,1.30979213426252
559,MAPLEBEAR DEVELOPMENT CENTRE PTE LTD,PRESCHOOL,"3,GAMBAS CRESCENT,#01-06,NORDCOM ONE,757088",103.813888859199,1.44408021283692
556,MAPLEBEAR DISCOVERY LAND PTE. LTD.,PRESCHOOL,"17,JALAN BINCHANG,THOMSON RISE ESTATE,578527",103.845904955322,1.35227971713243
1237,MAPLEBEAR DISCOVERY PTE LTD,PRESCHOOL,"134,JURONG GATEWAY ROAD,#01-311,600134",103.738819152518,1.33399413849743
1765,MAPLEBEAR EARLY ACHIEVERS PTE LTD,PRESCHOOL,"100H,PASIR PANJANG ROAD,#02-01,OC@PASIR PANJANG,118524",103.796754320751,1.27812903004903
